CARD_NO,CARD_FIID,MTI,PRODUCT_ID,LOCAL_DATE,LOCAL_TIME,ACTION_CODE,PROCESSING_CODE,TXN_AMT,TXN_ORI,TXN_RSPDER,SEQ_NO,AUTH_APP_CODE,TRACE_ID,TXN_DATE,TXN_TIME,ACQ_CNTRY_CDE,ACQ_CRNCY_CDE,ACQ_ID_CDE,ISS_INST_ID,MERCHANT_ID,TERM_ID,TERM_FIID,TERM_LGNT,TERM_LOC,COUNTRY_CDE,CITY,TRACK2,TXN_AMT_CRNCY_CDE,RSN_CDE,AST-RTN-PRO-NAME,FROM_ACC,TXN_ID,SENDER_DATA(OCT)
4834460100000082,GSBP,1110,POS,171219,11162299,100,001000,,2,2,735304000991,000000,000991,171219,11162200,702,702,476134,31,999999999999999,POS2.22,VISA,SIT3,2.22 Auth inv AR full P95,singapore,702,4834460100000082=0000000000000,,,,020000086684,307353153,820425
4834460100000082,GSBP,1110,POS,171219,11162824,100,001000,,2,2,735304000992,000000,000992,171219,11162700,702,702,476134,31,999999999999999,POS3.1,VISA,SIT3,3.1 Auth fallback,singapore,702,4834460100000082=0000000000000,,,,020000086684,307353153,880427
4834460100000082,GSBP,1110,POS,171219,11163352,000,001000,158572,2,2,735304000993,615329,000993,171219,11163300,702,702,476134,31,999999999999999,POS9.1,VISA,SIT3,9.1 Auth Reversal,singapore,702,4834460100000082=0000000000000,764,,,020000086684,307353153,930429
4834460100000082,GSBP,1110,POS,171219,11163868,000,001000,161050,2,2,735304000994,945504,000994,171219,11163800,702,702,476134,31,999999999999999,POS9.2,VISA,SIT3,9.2 Auth Reversal Advice,singapore,702,4834460100000082=0000000000000,764,,,020000086684,307353153,980436
4834460100000082,GSBP,1110,POS,171219,11164391,000,001000,309712,2,2,735304000995,487312,000995,171219,11164300,702,702,476134,31,999999999999999,POS1.1,VISA,SIT3,1.1 Auth  AFD,singapore,702,4834460100000082=0000000000000,764,,,020000086684,307353154,030443
4834460100000082,GSBP,1110,POS,171219,11164920,000,001000,123885,2,2,735304000996,629215,000996,171219,11164800,702,702,476134,31,999999999999999,POS1.2,VISA,SIT3,1.2 Auth AFD Rev Advice,singapore,702,4834460100000082=0000000000000,764,,,020000086684,307353154,090448
4834460100000082,GSBP,1110,POS,171219,11165453,000,001000,100,2,2,735304000997,133016,000997,171219,11165300,702,702,476134,31,999999999999999,POS1.5,VISA,SIT3,1.5 Auth AFD 1$,singapore,702,4834460100000082=0000000000000,764,,,020000086684,307353154,140450
4834460100000082,GSBP,1110,POS,171219,11165970,000,001000,158572,2,2,735304000998,419860,000998,171219,11165900,702,702,476134,31,999999999999999,POS9.1,VISA,SIT3,9.1 Auth Reversal,singapore,702,4834460100000082=0000000000000,764,,,020000086684,307353154,190452
4834460100000082,GSBP,1110,POS,171219,11170498,000,2C0000,240400,2,2,735304000999,829399,000999,171219,11170400,702,702,476134,31,999999999999999,OCT7-026,VISA,SIT3,John Smith OCT,Visa Direct,702,,764,,,000000000000,307353154,240002                John Smith 555 State St CA U
4834460100000082,GSBP,1430,ATM,171219,11170672,400,010000,123885,2,3,735304000979,761301,000979,171219,11170600,702,702,476134,31,999999999999999,ATM7.1,VISA,SIT3,999999999999999,singapore,702,4834460100000082=0000000000000,764,4000,,020000086684,307353153,200371
4834460100000082,GSBP,1430,ATM,171219,11170706,400,010000,123885,2,3,735304000981,482197,000981,171219,11170600,702,702,476134,31,999999999999999,ATM7.1,VISA,SIT3,999999999999999,singapore,702,4834460100000082=0000000000000,764,4000,,020000086684,307353153,300375
4834460100000082,GSBP,1430,POS,171219,11170972,400,001000,158572,2,3,735304000993,615329,000993,171219,11170900,702,702,476134,31,999999999999999,POS9.1,VISA,SIT3,9.1 Auth Reversal,singapore,702,4834460100000082=0000000000000,764,4000,,020000086684,307353153,930429
4834460100000082,GSBP,1430,POS,171219,11171045,400,001000,161050,2,3,735304000994,945504,000994,171219,11170900,702,702,476134,31,999999999999999,POS9.2,VISA,SIT3,9.2 Auth Reversal Advice,singapore,702,4834460100000082=0000000000000,764,4000,,020000086684,307353153,980436
4834460100000082,GSBP,1430,POS,171219,11171079,400,001000,158572,2,3,735304000998,419860,000998,171219,11171000,702,702,476134,31,999999999999999,POS9.1,VISA,SIT3,9.1 Auth Reversal,singapore,702,4834460100000082=0000000000000,764,4000,,020000086684,307353154,190452
4834460100000082,GSBP,1430,POS,171219,11171805,400,001000,123885,2,3,735304000996,629215,000996,171219,11171700,702,702,476134,31,999999999999999,POS1.2,VISA,SIT3,1.2 Auth AFD Rev Advice,singapore,702,4834460100000082=0000000000000,764,4000,,020000086684,307353154,090448
